-2.139209189473279815e-01,2.648795760834818380e-01
1.657603406453842243e-01,2.031393967666209055e-01
-2.301111470216765098e-01,-1.956086569087330529e-01
2.463015864875872374e-01,-1.722866620144068162e-01
-1.141670604446785309e-01,2.243748746521875836e-01
1.505701309773078145e-01,8.930794750785463199e-02
2.138636582601621816e-01,1.283722132046778985e-01
-2.452284300817515195e-01,-2.568748594656934392e-01
-5.722137035333692973e-02,3.383653217687612735e-01
9.086898236875855239e-02,2.827323788344036082e-01
-2.419352274936119318e-02,3.154633500876307672e-01
2.470185609942195659e-01,2.420449685375066495e-01
2.013618551063707518e-01,1.468399567719453624e-01
-3.429917083941668166e-01,-3.785574608244184763e-02
-1.099875855624225518e-01,-2.574154730383481637e-01
1.628982989224990463e-01,6.387445741662918508e-02
-1.614151372621795144e-01,-1.635878181417371735e-01
-9.217267317654637138e-02,2.783957222545098142e-01
3.568204906046699709e-01,-7.319035740835390380e-02
1.811221091752941714e-01,5.932330033734692365e-02
3.977337118707489627e-01,-1.186494888637024681e-01
-1.184269639220081188e-01,-2.717227970418762406e-01
2.495834041051645524e-01,-1.315205613453560574e-01
-2.938646192035140013e-03,-3.877895938766182660e-01
1.566202736419230745e-01,1.040292364849419900e-02
1.638257869924769350e-01,1.120932513079701959e-01
-2.349384285709952072e-02,-3.131288006434689852e-01
-2.250825882438768077e-01,8.856972348296238140e-02
1.924763625304402037e-01,-3.048986988018152766e-02
1.327609861254950563e-01,1.572982008145334676e-01
1.696716822510956346e-01,2.148424691207408699e-01
-9.509234144087573559e-02,-3.338216208367704718e-01
1.611636826060065808e-01,2.220753202247765234e-01
-1.472821702687172052e-01,-2.144335032051278844e-01
1.069388653147035628e-01,3.163612294782630063e-01
1.390519399679704671e-01,1.339535454869485720e-01
2.931670765241669030e-01,-2.818291455908564225e-01
2.546801799525874044e-01,3.403357191776141821e-01
1.992976428860464555e-01,7.391988881750503892e-02
1.346660687122112621e-01,-3.289977056518111898e-01
-7.479778551425825261e-02,-3.260387804371130960e-01
1.689289433453874389e-01,-1.812091506260715135e-01
-1.292523406500757921e-01,2.418410219552045159e-01
-2.909578761580188244e-01,2.264445019398315662e-01
-3.326523104918329560e-02,-2.709182816672867644e-01
2.735876763301535730e-01,1.446310488864143151e-01
2.795883457923736271e-01,-3.556669951935502172e-01
-2.287303568761720751e-01,-6.758238401342693547e-02
-2.420363178714287633e-01,2.043890404633652569e-01
2.408817807296204649e-01,-2.043817192234001212e-01
-5.142828561403430671e-02,1.875585687438278970e-01
-1.553249859780615472e-01,-7.711975749422595415e-03
1.950853587606428685e-01,4.625814150296974486e-02
-1.737693359223640432e-01,-1.885252746284638292e-01
1.921464853956565688e-01,2.524674774196482563e-01
1.430944154343092023e-01,2.011487310718202970e-01
-1.609681785648499064e-01,1.841686107875274148e-01
-9.333283061670749614e-02,-2.842352651701834376e-01
1.963279265199431856e-01,-4.120941587618233704e-01
-3.663979505139767223e-01,-1.616514131336239946e-01
-3.250389242996680195e-01,-2.078974618427526996e-02
-7.567498070898909246e-02,-2.733920252608557644e-01
-1.313441321465257383e-01,-3.429605416744385682e-01
2.293753506246360985e-01,1.130635626760635309e-01
-1.620640451235802471e-01,2.085873214937031817e-01
-3.522553543414129185e-01,8.622141559768903285e-02
1.647020660843210305e-01,2.615579986619999686e-01
-2.821097226744961883e-01,9.174149808913860393e-02
2.853662299475162589e-01,-3.152255222070370760e-02
1.623844289477976988e-01,-1.041125466641494440e-01
-6.375280034058708467e-02,3.613375219822658191e-01
5.783612394870208534e-02,2.796726855230346476e-01
-2.910825519514909643e-01,1.192174810027709225e-01
1.049486273846789164e-01,-3.258338551338562095e-01
-5.816153956815250936e-02,2.520504830046394473e-01
-8.437461577164011295e-02,2.944370051459067050e-01
1.982115201180296715e-01,3.807045223213467028e-02
-1.797714737047199363e-01,2.131616704357378045e-01
-2.007050945307233825e-01,-4.043771027623444675e-02
-1.478866869392629624e-01,4.071285209660845394e-01
-2.665745146310144476e-01,9.667516706054823938e-02
-1.867641441110477751e-01,-9.029563951181743264e-02
1.877421123157116400e-01,-9.918021782428263627e-03
1.803733081142950834e-01,2.396775084115207177e-01
1.109026991563741710e-01,-2.314331713116435929e-01
1.556126197255278207e-03,-2.348682184289873909e-01
-3.375272259098817673e-01,-3.312855169752991491e-02
1.194848875828754403e-01,9.886211586465623591e-02
-4.100942225288661813e-01,8.589083809598824226e-02
2.167704575922261567e-01,1.987789549231336050e-01
-2.158172622577607114e-01,-1.696531914919644423e-03
-3.075703763888598674e-01,-3.685213958512575938e-02
5.799402815287912211e-02,2.701730005483279906e-01
1.988651406935413868e-01,-3.929122846841729966e-01
-1.451064639468325479e-01,2.672419845674645633e-01
2.846223853285120842e-01,4.322973274901900642e-02
1.594127786549173476e-01,-3.670001665221906406e-01
1.971834765696471314e-01,-2.588945624435734505e-01
-1.755925585817910417e-01,2.481762448577396751e-01
-5.064768323952302531e-02,3.315864700000118459e-01
4.118191762507211057e-02,4.008904997993981700e-01
1.840641249224382880e-01,1.173900400095920088e-01
3.943546847558643091e-03,3.263606015373455294e-01
1.474156713774096295e-01,-4.046709669474116700e-01
2.421294720983118917e-02,3.198620934503746960e-01
3.005096233847950327e-01,-4.645082690966618327e-02
1.106989024143393979e-01,-1.320713098678208408e-01
-2.526696179571635281e-01,-1.423790390984061571e-01
2.410281163003957783e-02,-2.785808039510191403e-01
-1.812269251362844807e-02,-2.837808002322034784e-01
1.875825970901234541e-01,-5.949076201965160238e-02
-3.415762492826475150e-01,-1.460665268183006932e-02
-2.181744738852910703e-01,1.738164351829650511e-01
1.986255902519295236e-01,1.482304935258076106e-01
-2.500955508269332439e-01,-7.829300067252596695e-02
2.838580799526635445e-01,-1.692050772355170596e-01
-1.693966075117821490e-01,-2.926711393300525099e-01
-1.203919123758043219e-01,2.861157384088286459e-01
4.810442840936739878e-02,-3.651366746053761325e-01
-1.727655017181739527e-01,-2.129489164292677067e-02
2.098276220266348802e-01,3.021340811607359789e-01
1.858874454142887545e-01,-2.010352706897780839e-01
-6.537992931041691769e-02,-2.344526712955500303e-01
-3.259886812541958889e-01,-1.954827271888630036e-01
-7.252697504213340141e-02,-3.344241889813838742e-01
-2.603564839989250257e-01,-1.970803788662305600e-01
-2.294961425681475153e-01,-2.638626772172538160e-01
-3.153108113414994640e-01,-1.950961844198147443e-01
